names,emodnet-bio-2020-ncovars4-epsilon2ap0.5-len100000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap0.5-len125000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap0.5-len150000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap0.5-len75000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap1.0-len100000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap1.0-len125000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap1.0-len150000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap1.0-len75000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap10.0-len100000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap10.0-len125000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap10.0-len150000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap10.0-len75000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap5.0-len100000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap5.0-len125000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap5.0-len150000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap5.0-len75000.0-niter500-nlayers3
Rhizosolenia,0.8499394796240346,0.7881694819996342,0.7489019317780767,0.9112205088416117,0.7584760954663174,0.7200289165677147,0.6995881242674434,0.8282968197053712,0.6435786969423588,0.6369282067461327,0.6352243097230468,0.6550413991124878,0.6609200820407941,0.6482039788517695,0.6421149805691104,0.6844893835032921
Scenedesmus,0.09771960310713912,0.09732730839378746,0.0974197137513737,0.10122892507577819,0.09799879760241398,0.09747560662503715,0.09781557334448743,0.09870373333645377,0.043227928781011345,0.042275128013297025,0.04488116190513855,0.05010378210570091,0.06924725520072081,0.05518141219801134,0.044053537989653016,0.0785499235449198
Scrippsiella,0.4465146046291051,0.43211494053568034,0.4220980438272647,0.47538969192855407,0.4239130147154779,0.41355481315171766,0.4070065655372664,0.4438526914784741,0.39350786010176375,0.3929218019763592,0.394324707835497,0.3964965198970722,0.39664711965198524,0.39423928133873276,0.3923637838578079,0.4033247949958508
Skeletonema costatum,0.37850222007291706,0.37346124826613925,0.37164004598962963,0.3908377660836959,0.37117327814952283,0.3721965802611248,0.3734617765260044,0.3762120576535256,0.37164211770682276,0.36536525326626873,0.36018456714466845,0.3740757737588433,0.3748348287072256,0.3743246471945591,0.3707907003527607,0.3730036471550966
Skeletonema,0.5049163053586108,0.49086486886373176,0.47955806448419414,0.5200607252239458,0.4716685947177902,0.4579978508156014,0.453892419134942,0.49868859942059124,0.4488579366458183,0.45221387604199925,0.45693865264127875,0.4480580451984489,0.44734253263499835,0.4473178295929831,0.44862231544104375,0.4522134730627252
Stauroneis membranacea,0.2623377985399809,0.23781777990620587,0.22888596186466176,0.3200898612926109,0.23134399563256078,0.22471019012575402,0.22402019856637612,0.2501662611210969,0.2315589665770124,0.23512917521952262,0.2377051222474649,0.22756427602086998,0.2282158959747311,0.23044179314955326,0.23333291640044596,0.22499783523462127
Stauroneis,0.44765725252209043,0.45327129481499456,0.44472682784873685,0.4418104898841379,0.4410122860167089,0.4410845707447833,0.4380599224911553,0.4439409591064389,0.4300320396116384,0.4305925651107674,0.43150769583952886,0.42837577420381784,0.4277063906994159,0.4289609194505215,0.43059985040839033,0.42630486869483936
Stephanopyxis turris,0.3592066513184428,0.38644734310483464,0.4407544380718104,0.34166717208159025,0.41545681337785173,0.4628014511545478,0.46217523229157415,0.36420392785503747,0.4515402764669786,0.45052195579119536,0.44368761293916614,0.4315954031549722,0.43425356483898714,0.427170116071507,0.45863468969189497,0.45637480515035844
Stephanopyxis,0.1777873045278102,0.17681760744127892,0.17494876420119976,0.1820798026137859,0.1754965338424377,0.17433091298848377,0.1735167382581679,0.1765650743780844,0.17158586713787785,0.17197786405760776,0.1720976076940494,0.1693790448994498,0.16906157018439485,0.17101543988385073,0.17196552512316685,0.16994672848298434
Subsilicea,0.06432520091491173,0.08197027024398514,0.08415491347897892,0.062424857436185636,0.06557424758002695,0.08066451784423473,0.08641808406950867,0.06273790540864947,0.07246704416454691,0.07908821108448431,0.09174965725539899,0.07052824684880024,0.07034955655094045,0.08036640500219747,0.09280251057377405,0.06764594002624491
Syndendrium,0.03797450417157082,0.037252499919524805,0.036719832581458674,0.03911423847599403,0.03655307868792571,0.03538408981490997,0.03412494081596469,0.03718118851161944,0.031344913909885176,0.031362341809900704,0.031155824823620372,0.03130660820529051,0.03170899373025927,0.031321108952860346,0.03137987918828607,0.03230078662080207
Synedra nitzschioides f. nitzschioides,0.5963519474230501,0.5778696565241281,0.5680250109496028,0.6018854111436963,0.567166646351335,0.5641073211755329,0.5628922492402104,0.5852246532619956,0.5618788275121392,0.5624357969886407,0.5629044237648813,0.5620241076621868,0.5619454654801115,0.5616250742063511,0.5614971779759769,0.5629407049231892
Synedra,0.5460623717629882,0.5400172628379843,0.5376156811111426,0.564172054364704,0.5385125528948795,0.5345530934220363,0.5320392708527123,0.5429218616656739,0.5319388911384214,0.5330175468954197,0.5338237178648364,0.5307929508498315,0.5306134282456001,0.5313413054782742,0.5321503545586385,0.531011445599831
Teleaulax,0.14854918037340598,0.13164877071690767,0.12422431525810451,0.17120778167074563,0.12697216869275288,0.10251507738872614,0.09606250862034954,0.143209077061639,0.10741039321088247,0.11141137770772626,0.11416848837309457,0.10763709048777166,0.1019067280343026,0.10381043814018359,0.10550502528806766,0.10505748538986105
Thalassiosira decipiens,0.46031643988245513,0.4590014226022569,0.459569448243217,0.46185426265007246,0.46262352687628416,0.46168312076429097,0.4626564575751178,0.46248268281229277,0.47405461991569947,0.47632946703669,0.4780851530253495,0.4713898001690478,0.47081823842226767,0.4731593276024268,0.4750974218286278,0.46723035998261214
Thalassiosira eccentrica,0.17797511497404744,0.17881972350078676,0.179547623869596,0.1785837379515176,0.1786664003467167,0.17980559634844925,0.18096196522335387,0.17810362054079285,0.18541436802278466,0.1854843656621098,0.18555500883018078,0.18312458008633586,0.183555377753533,0.1853752121223731,0.1863881549894365,0.18124764576208308
Thalassiosira levanderi,0.22607338276959557,0.23469494411545788,0.23870678363310635,0.21855848175245995,0.22814718686805965,0.23795578579907986,0.251086266484,0.2182347267856324,0.26963737257993,0.28646170908217544,0.29872034513696166,0.24999637709438546,0.25943076360020956,0.2770110539265939,0.28638947211353216,0.22572425210829214
Thalassiosira nordenskioeldii,0.23034801293661103,0.23121876027505447,0.23308377614940345,0.23238599936812948,0.23249898128476826,0.23479492615594647,0.23605446828259355,0.2303088624802641,0.23871366316855377,0.25341165792870335,0.2592734079086268,0.23485016350116322,0.23446330693989317,0.23584546828697267,0.23955865261377307,0.23380862637622715
Thalassiosira rotula,0.4582985936566673,0.45432561533684124,0.4531714225534824,0.47180208211790664,0.45392037060910556,0.4540856133309333,0.4533099678808603,0.4559196143349156,0.4554142229509608,0.4558480189782935,0.45642141180397255,0.4548552582095216,0.45487674657498234,0.45538410253026435,0.45600279709800023,0.4545698349950058
Thalassiosira,0.7022429332553873,0.6812045773011717,0.6693428236096836,0.7762257735605352,0.6703413980737374,0.6594229607615135,0.65525891690664,0.6921273583476106,0.6338996637833604,0.6320445365909224,0.6306950738277584,0.634347162645928,0.6391990335713962,0.6372188353376113,0.6361136473606355,0.6433398740823515
Tintinnopsis,0.6129447951629927,0.6192954644013593,0.6230393450641797,0.6000564869333529,0.6222854971788493,0.6257478983325099,0.6271477710408602,0.6150729023084827,0.6284455797690859,0.628763256326123,0.6291668190493355,0.6282199789574234,0.6277374734485034,0.628105491303152,0.6284250114211215,0.6274999950904295
Torodinium robustum,0.25894910654817904,0.25684681921989716,0.2525246747971959,0.2593142521785362,0.2520047435268153,0.2518313418139532,0.23807467283059403,0.25654511035845806,0.2203904215210511,0.22546242845108114,0.2291494048949348,0.22099834792233924,0.21754802784347435,0.2185436778721352,0.2225287286576697,0.21582674136843905
Torodinium,1.7482665820543584,1.572203753106589,1.433459431738202,1.9609003500094275,1.4345339491005098,1.2666593300504199,1.168003019851249,1.6342755529892015,0.8318017772529476,0.7849502547843727,0.7529234626878588,0.9000992877707459,0.9455744481328981,0.8825370606712319,0.8303199977583176,1.0568967829812768
Triceratium alternans f. alternans,0.235916289458438,0.23798864516106855,0.24081489988976373,0.23496812970074052,0.23996509084349374,0.2425974547691413,0.24591353862568588,0.23643814973470836,0.2766133957020948,0.2856702313044813,0.28988705179277163,0.25999669446780777,0.2601771239763988,0.27258524665825673,0.28249629396375037,0.24592241337076243
Triceratium,0.17621722745904653,0.17613485944678847,0.17612698519327993,0.17653735556170339,0.17569160138842546,0.17521121268120915,0.17557753816254953,0.17562358454030705,0.17864637619961346,0.18396342464618715,0.18652876851927455,0.17478718842742003,0.1751458966434443,0.17637906998891636,0.1790179645619389,0.17367963788640814
Trieres regia,0.91187388172531,0.8747878335978095,0.8659081765112144,0.9702486899937043,0.933513549198083,0.9077734401384581,0.8906062096592078,0.9664836959805296,1.2432117627143882,1.2868522005929428,1.3070021040687183,1.1672414115266074,1.0147410068501788,1.0306079226733176,1.0989086246862638,1.040677631084945
Trieres,0.10877194056473624,0.104860740096516,0.10177789893813748,0.11399851291080983,0.10943075862473377,0.10618371680005367,0.10289407411379252,0.11360876670112453,0.1151914912282712,0.11249266832065914,0.11411485184690333,0.12410272325092904,0.11762756841915402,0.11474270576170904,0.10876886056968509,0.11679352630326852
Tripodiscus,0.04754841289956669,0.045734022846778154,0.04517842129903127,0.04944869887534924,0.04561625747395377,0.0451748467832826,0.04633631071809421,0.04712613031438491,0.046946601658552994,0.04940339686251894,0.04987340852023862,0.05011995999679379,0.05027553511733551,0.048662551587749646,0.048053856486198455,0.04894151024361545
Tripos furca,0.37470613196707453,0.372720877412811,0.370942957644157,0.3772000755414832,0.37134349530321514,0.36959999956642237,0.3690121560506804,0.37380758823608806,0.36898888801298146,0.36957940103467746,0.3699528711657791,0.3681455770471802,0.36819088244322623,0.3688197789041134,0.36925934577692376,0.36772299189869145
Tripos lineatus,0.23761415598843297,0.23719111904299298,0.23733379731952056,0.23942396521764175,0.23694896965561751,0.23532165388032752,0.23500639307429186,0.23704549000051883,0.23479076186681336,0.2351522483965801,0.23537299028154082,0.23502902766444358,0.2354469524355193,0.23536613832998127,0.2354209482580676,0.23446808442690448
Tripos longipes,0.19975376441452056,0.19852525954702116,0.19812151945012388,0.2021481846502992,0.19816625682819783,0.1981110707410779,0.1981353414570985,0.1989317694211261,0.19840015543722678,0.1984690003765413,0.19848490006816863,0.1986769037133518,0.1988661358015985,0.19869770577246254,0.19844179630876424,0.1985624372680408
Tripos macroceros,0.26880052300397567,0.26895768971060235,0.26876662120438916,0.2693385311171376,0.26874586195085676,0.26883316524329903,0.2691129142171431,0.26881199057501715,0.2717167899441217,0.2720468009301519,0.2722216517309401,0.2704124004275902,0.2701866721715188,0.2705570579025773,0.2712311403002976,0.2700759230474053
Tripos muelleri,0.39124564615760565,0.39190430930015013,0.39262337219495874,0.3905646758799883,0.3922129318060323,0.3923367156867034,0.39303187144087265,0.39134468828436264,0.3924676480981686,0.3926922603424422,0.39333479889697465,0.3941967118898214,0.3944217631735728,0.3943962333297442,0.39244113955578735,0.3931743444614508
Tripos,0.5569293133633836,0.5470431593020374,0.5419175622098197,0.5722627265702892,0.5432045011008082,0.5371671750828197,0.5336221510067901,0.5527022622300991,0.5283035849832679,0.5286554848437879,0.5290902697203338,0.528221648186274,0.5292507244895112,0.5286285673362893,0.5289218986612756,0.5310776832312002
Vibrio paxillifer,0.21761718762740007,0.2167306560068242,0.2130023871405474,0.2248228078671707,0.2141424042140213,0.20949433691103295,0.20240969745477258,0.21643906813658736,0.1990400977466306,0.1994451335586787,0.1998194899176034,0.19818070051906897,0.19810965969844055,0.19934931714837462,0.19945907505931773,0.19712556106140117
Vibrio,0.19528967200804498,0.19477388265805973,0.1943442486471795,0.194233719118242,0.19429790232975064,0.19397074046890736,0.1908409466873769,0.19441758648079238,0.19399821295669303,0.19482805921464263,0.19591138458682064,0.1925955822736088,0.19181062212303515,0.19317194510087402,0.19419917158786842,0.19204297337216242
Warnowia,0.29447646512051984,0.2962111621429758,0.29970452984953977,0.29680849572794704,0.30215520650788336,0.30112411728666877,0.29594378030213375,0.297427833812295,0.27281444683831274,0.27322140184984783,0.2740840848818397,0.28523547992468534,0.2850219519882729,0.28069110441121703,0.2727051508209628,0.2823384249754243
Zygoceros rhombus,0.29607791948302875,0.2777486575909891,0.26438517862731237,0.2622225938329713,0.26725100208851127,0.25842120827702864,0.2513278277232239,0.2893996802156823,0.23182191343234093,0.21636699695265751,0.21165057654448638,0.23434186779794206,0.23848158824046362,0.23364348133801385,0.23051803053650133,0.24843425774522054
Zygoceros surirella,0.07083051708687715,0.06917236186926123,0.06894763473683752,0.0723489717534271,0.06903839548969488,0.06837736748682682,0.07027193236397095,0.07055175858056688,0.08760806183180092,0.09338294531460836,0.10108527121424099,0.08001344288794182,0.07815491748767914,0.08559651887360575,0.08929973675700369,0.07079487795445598
Zygoceros,0.16057609662998626,0.16081908480236573,0.1622924614375774,0.1610390379411794,0.16185859251588555,0.1645761132206486,0.1665163460185586,0.16045059508691284,0.18255450881042712,0.18741370946919125,0.1898273447961177,0.17488605693625592,0.17441718640257098,0.18074114300049554,0.18484281437176783,0.1686679512605415
